createAt,manageObject,M8001C427,M8001C428,M8001C430,M8001C431,M8001C432,M8001C433,M8001C0,M8001C1,M8001C2,M8001C4,M8001C11,M8001C12,M8001C132,M8001C133,M8001C135,M8001C136,M8001C137,M8001C138,M8001C139,M8001C140,M8001C141,M8001C142,M8001C143,M8001C144,M8001C145,M8001C146,M8001C153,M8001C154,M8001C155,M8001C213,M8001C214,M8001C215,M8001C222,M8001C270,M8001C313,M8001C8,M8001C9,M8001C10,M8001C45,M8001C46,M8001C47,M8001C48,M8001C49,M8001C50,M8001C51,M8001C52,M8001C53,M8001C54,M8001C56,M8001C57,M8001C58,M8001C59,M8001C60,M8001C61,M8001C63,M8001C64,M8001C65,M8001C66,M8001C67,M8001C68,M8001C69,M8001C70,M8001C71,M8001C72,M8001C73,M8001C103,M8001C104,M8001C105,M8001C106,M8001C107,M8001C108,M8001C109,M8001C110,M8001C111,M8001C112,M8001C114,M8001C115,M8001C116,M8001C117,M8001C118,M8001C119,M8001C121,M8001C122,M8001C123,M8001C124,M8001C125,M8001C126,M8001C127,M8001C128,M8001C129,M8001C130,M8001C156,M8001C158,M8001C159,M8001C160,M8001C161,M8001C162,M8001C163,M8001C164,M8001C165,M8001C167,M8001C170,M8001C202,M8001C204,M8001C207,M8001C208,M8001C216,M8001C218,M8001C219,M8001C220,M8001C236,M8001C237,M8001C238,M8001C239,M8001C240,M8001C241,M8001C244,M8001C421,M8001C422,M8001C423,M8001C6,M8001C13,M8001C14,M8001C15,M8001C16,M8001C17,M8001C18,M8001C19,M8001C20,M8001C21,M8001C22,M8001C23,M8001C24,M8001C25,M8001C26,M8001C27,M8001C28,M8001C29,M8001C30,M8001C31,M8001C32,M8001C33,M8001C34,M8001C35,M8001C36,M8001C37,M8001C38,M8001C39,M8001C40,M8001C41,M8001C42,M8001C43,M8001C44,M8001C74,M8001C75,M8001C76,M8001C77,M8001C78,M8001C79,M8001C80,M8001C81,M8001C82,M8001C83,M8001C84,M8001C85,M8001C86,M8001C87,M8001C88,M8001C89,M8001C90,M8001C91,M8001C92,M8001C93,M8001C94,M8001C95,M8001C96,M8001C97,M8001C98,M8001C99,M8001C100,M8001C101,M8001C102,M8001C177,M8001C178,M8001C179,M8001C180,M8001C181,M8001C182,M8001C183,M8001C184,M8001C185,M8001C186,M8001C187,M8001C188,M8001C189,M8001C190,M8001C191,M8001C192,M8001C194,M8001C195,M8001C197,M8001C217,M8001C274,M8001C275,M8001C276,M8001C277,M8001C278,M8001C279,M8001C280,M8001C281,M8001C286,M8001C292,M8001C293,M8001C294,M8001C303,M8001C304,M8001C424,M8001C425,M8001C435,M8001C436,M8001C437,M8001C438,M8001C439,M8001C440,M8001C441,M8001C442,M8001C443,M8001C444,M8001C445,M8001C446,M8001C447,M8001C448,M8001C449,M8001C450,M8001C451,M8001C452,M8001C453,M8001C454,M8001C455,M8001C456,M8001C457,M8001C458,M8001C459,M8001C460,M8001C461,M8001C462,M8001C463,M8001C464,M8001C465,M8001C466,M8001C467,M8001C468,M8001C469,M8001C470,M8001C471,M8001C472,M8001C473,M8001C474,M8001C475,M8001C476,M8001C477,M8001C478,M8001C479,M8001C480,M8001C481,M8001C482,M8001C483,M8001C484,M8001C485,M8001C486,M8001C487,M8001C131,M8001C193,M8001C196,M8001C291,M8001C488,M8001C209,M8001C55,M8001C168,M8001C171,M8001C172,M8001C174,M8001C175,M8001C157,M8001C203,M8001C169,M8001C176,M8001C205,M8001C426,M8001C206,M8001C62,M8001C243,M8001C242,M8001C7,M8001C113,M8001C120,M8001C166
2025-05-07T08:30:00.000-04:00:00,NE-MRBTS-690503,139.0,4.0,26.0,47.0,52.0,11.0,3.0,709.0,68.0,,204186,20539.0,123219.0,1092.0,59237.0,1657.0,54259.0,3451.0,23753.0,8341.0,53434.0,31237.0,3.0,101.0,149.0,119689.0,59237.0,118494.0,31.0,1.0,155.0,669.0,174.0,68.0,68.0,372.0,3385.0,90000,7262.0,148.0,597.0,56.0,224.0,296.0,237.0,84.0,2370.0,426.0,1933.0,1006.0,1679.0,840.0,995.0,660.0,1973.0,2689.0,6148.0,7095.0,7799.0,7308.0,4471.0,2369.0,2041.0,4942.0,17525.0,24.0,,9.0,,2.0,2.0,12.0,2.0,32.0,27.0,23.0,11.0,10.0,12.0,28.0,28.0,45.0,81.0,198.0,477.0,848.0,967.0,959.0,300.0,230.0,381.0,,,,,,1.0,,2.0,1.0,1.0,,1.0,3.0,1.0,2.0,47,230643,174.0,3385.0,,4.0,783.0,,,36.0,,123.0,114.0,110.0,259.0,26336.0,1635.0,7511.0,747.0,239.0,2985.0,1889.0,81.0,156.0,278.0,334.0,293.0,358.0,466.0,381.0,433.0,521.0,625.0,815.0,990.0,1090.0,1682.0,1159.0,458.0,568.0,1394.0,2252.0,1680.0,1474.0,1343.0,3643.0,7132.0,4.0,,3.0,27.0,,2.0,19.0,25.0,11.0,17.0,30.0,36.0,43.0,36.0,39.0,52.0,35.0,62.0,137.0,77.0,39.0,35.0,42.0,44.0,74.0,62.0,76.0,150.0,202.0,106.0,10.0,490.0,122.0,,3.0,4.0,5.0,6.0,8.0,16.0,5.0,7.0,6.0,6.0,5.0,12.0,29.0,9.0,47,1304.0,1201.0,3349.0,6601.0,60.0,75.0,146.0,201.0,100.0,15.0,32.0,77.0,1.0,6362.0,11.0,11.0,257.0,177.0,829.0,1337.0,80.0,142.0,218.0,288.0,242.0,307.0,373.0,326.0,362.0,459.0,556.0,737.0,866.0,982.0,1429.0,961.0,373.0,515.0,1275.0,2102.0,1455.0,,,,4.0,,2.0,18.0,25.0,11.0,17.0,29.0,36.0,43.0,34.0,39.0,52.0,35.0,58.0,135.0,74.0,39.0,33.0,39.0,44.0,70.0,5.0,18.0,25.0,861.0,20.0,31.0,26.0,39.0,11.0,,,2.0,,,1.0,,2.0,1.0,2.0,,,,,,,13.0,,,
2025-05-07T09:00:00.000-04:00:00,NE-MRBTS-690503,114.0,4.0,20.0,35.0,42.0,14.0,3.0,678.0,16.0,1.0,171198,8648.0,48576.0,1357.0,16229.0,2470.0,21830.0,1349.0,13419.0,7694.0,20804.0,20993.0,4.0,24.0,1429.0,48394.0,16228.0,46808.0,133.0,1.0,57.0,533.0,230.0,16.0,16.0,476.0,3004.0,90000,8012.0,263.0,834.0,164.0,383.0,609.0,408.0,345.0,1250.0,316.0,1702.0,774.0,767.0,350.0,399.0,173.0,532.0,742.0,426.0,472.0,492.0,643.0,606.0,667.0,848.0,3902.0,12964.0,88.0,3.0,27.0,9.0,11.0,12.0,13.0,19.0,58.0,32.0,55.0,25.0,19.0,22.0,24.0,9.0,22.0,38.0,35.0,18.0,27.0,47.0,72.0,68.0,70.0,184.0,2.0,1.0,,3.0,,,,1.0,,,1.0,,1.0,,1.0,47,230619,230.0,3004.0,6.0,,181.0,,,2.0,,113.0,110.0,107.0,363.0,16795.0,949.0,4526.0,172.0,669.0,1377.0,2043.0,151.0,91.0,97.0,108.0,89.0,72.0,104.0,94.0,166.0,197.0,158.0,210.0,211.0,301.0,604.0,791.0,311.0,541.0,1250.0,2411.0,1220.0,1019.0,1248.0,2544.0,4021.0,,6.0,8.0,25.0,22.0,,,2.0,,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,10.0,17.0,27.0,3.0,31.0,39.0,29.0,37.0,39.0,48.0,67.0,202.0,3.0,85.0,227.0,120.0,2.0,5.0,8.0,5.0,7.0,5.0,9.0,5.0,9.0,15.0,6.0,7.0,10.0,20.0,5.0,46,909.0,1135.0,2326.0,3685.0,35.0,41.0,59.0,184.0,103.0,9.0,27.0,24.0,1.0,3794.0,5.0,5.0,129.0,336.0,428.0,1482.0,118.0,68.0,67.0,82.0,60.0,51.0,58.0,72.0,123.0,133.0,108.0,166.0,172.0,251.0,513.0,715.0,271.0,487.0,1158.0,2264.0,1108.0,,4.0,4.0,8.0,22.0,,,2.0,,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,9.0,14.0,27.0,3.0,26.0,34.0,28.0,36.0,6.0,7.0,14.0,1030.0,5.0,8.0,11.0,11.0,5.0,,,,,,,,,,3.0,,,,,,,10.0,,,
2025-05-07T09:15:00.000-04:00:00,NE-MRBTS-690503,127.0,4.0,35.0,31.0,40.0,18.0,2.0,747.0,23.0,1.0,178743,8476.0,60164.0,1026.0,18987.0,1086.0,27987.0,1084.0,14496.0,8232.0,27224.0,24804.0,2.0,21.0,2342.0,60307.0,18986.0,58786.0,415.0,1.0,58.0,670.0,177.0,23.0,23.0,377.0,3215.0,90000,8457.0,132.0,685.0,144.0,286.0,596.0,487.0,254.0,511.0,614.0,2998.0,1290.0,1461.0,430.0,638.0,332.0,1171.0,988.0,1251.0,1567.0,1347.0,909.0,621.0,648.0,870.0,3762.0,14032.0,19.0,,18.0,2.0,2.0,9.0,12.0,13.0,43.0,66.0,121.0,59.0,28.0,18.0,43.0,20.0,29.0,80.0,59.0,163.0,181.0,103.0,90.0,78.0,56.0,106.0,,,,,,,,,,,,1.0,,,1.0,47,230619,177.0,3215.0,,2.0,112.0,,,3.0,,112.0,107.0,104.0,261.0,18992.0,1195.0,3298.0,143.0,241.0,554.0,1675.0,130.0,91.0,89.0,177.0,90.0,146.0,179.0,205.0,216.0,161.0,256.0,279.0,271.0,395.0,707.0,978.0,215.0,576.0,992.0,1587.0,1402.0,1127.0,1484.0,3832.0,5289.0,,1.0,3.0,31.0,1.0,1.0,,4.0,3.0,7.0,7.0,15.0,22.0,14.0,17.0,18.0,7.0,9.0,24.0,20.0,5.0,32.0,46.0,59.0,101.0,68.0,77.0,108.0,251.0,,10.0,43.0,101.0,12.0,2.0,3.0,7.0,,,,2.0,2.0,1.0,3.0,2.0,2.0,9.0,2.0,46,1000.0,1330.0,3483.0,4854.0,64.0,68.0,91.0,234.0,101.0,16.0,40.0,23.0,2.0,2932.0,5.0,5.0,141.0,188.0,284.0,1215.0,74.0,71.0,75.0,143.0,84.0,128.0,172.0,178.0,170.0,137.0,203.0,242.0,251.0,363.0,638.0,901.0,197.0,505.0,881.0,1438.0,1207.0,,,,4.0,1.0,,,4.0,3.0,7.0,7.0,13.0,13.0,13.0,14.0,16.0,5.0,9.0,22.0,18.0,4.0,29.0,44.0,57.0,83.0,7.0,11.0,16.0,489.0,1.0,9.0,10.0,18.0,4.0,,,,,1.0,1.0,,,1.0,,1.0,,,,,,15.0,,,
2025-05-07T09:30:00.000-04:00:00,NE-MRBTS-690503,105.0,5.0,28.0,38.0,25.0,14.0,3.0,581.0,48.0,,188504,12457.0,58701.0,1081.0,24183.0,1663.0,35093.0,1417.0,30190.0,10663.0,34288.0,41697.0,5.0,480.0,1848.0,58828.0,24183.0,57673.0,25.0,1.0,120.0,603.0,169.0,48.0,48.0,365.0,3162.0,90000,13108.0,525.0,957.0,315.0,540.0,774.0,844.0,852.0,1028.0,820.0,3605.0,1901.0,2687.0,1599.0,1687.0,746.0,2012.0,1667.0,2020.0,2239.0,2114.0,2473.0,2140.0,1168.0,1025.0,4018.0,7110.0,518.0,9.0,22.0,20.0,17.0,21.0,37.0,23.0,65.0,106.0,56.0,56.0,97.0,63.0,185.0,104.0,127.0,151.0,166.0,255.0,238.0,259.0,432.0,157.0,102.0,332.0,4.0,1.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,47,230619,169.0,3162.0,26.0,46.0,297.0,3.0,10.0,13.0,,84.0,83.0,83.0,270.0,32167.0,5101.0,11810.0,710.0,1434.0,15167.0,4664.0,1528.0,605.0,382.0,406.0,310.0,367.0,364.0,373.0,359.0,361.0,455.0,471.0,590.0,762.0,1248.0,950.0,315.0,572.0,1156.0,2014.0,1349.0,1249.0,1507.0,3925.0,5483.0,27.0,126.0,3238.0,426.0,255.0,70.0,25.0,15.0,14.0,20.0,18.0,48.0,43.0,23.0,48.0,37.0,35.0,54.0,73.0,41.0,27.0,69.0,57.0,79.0,57.0,42.0,47.0,102.0,277.0,8.0,42.0,680.0,138.0,12.0,4.0,1.0,1.0,2.0,4.0,7.0,4.0,3.0,5.0,2.0,3.0,3.0,10.0,2.0,46,1141.0,1384.0,3607.0,4951.0,40.0,42.0,95.0,257.0,82.0,13.0,33.0,39.0,,10686.0,1.0,1.0,644.0,1109.0,8843.0,3595.0,1212.0,502.0,346.0,379.0,288.0,330.0,319.0,310.0,302.0,310.0,394.0,412.0,519.0,677.0,1118.0,869.0,274.0,466.0,1050.0,1807.0,1232.0,26.0,111.0,2381.0,376.0,241.0,65.0,23.0,15.0,13.0,19.0,17.0,47.0,43.0,23.0,48.0,36.0,32.0,54.0,72.0,39.0,27.0,61.0,54.0,75.0,51.0,3.0,10.0,27.0,969.0,8.0,4.0,14.0,11.0,,,,5.0,,,,,1.0,2.0,,,,,,,,13.0,,,
2025-05-07T10:00:00.000-04:00:00,NE-MRBTS-690503,65.0,4.0,13.0,18.0,22.0,7.0,2.0,660.0,24.0,,196938,12688.0,105249.0,1140.0,37054.0,1699.0,44455.0,1889.0,26545.0,10490.0,43669.0,36827.0,14.0,98.0,1245.0,104235.0,37053.0,102857.0,243.0,1.0,95.0,1013.0,182.0,24.0,24.0,302.0,2853.0,90000,11467.0,298.0,762.0,120.0,500.0,305.0,253.0,212.0,289.0,241.0,2884.0,918.0,1466.0,445.0,579.0,194.0,809.0,395.0,467.0,653.0,625.0,753.0,1428.0,1775.0,2875.0,9223.0,28778.0,334.0,14.0,8.0,4.0,5.0,1.0,9.0,2.0,19.0,11.0,20.0,17.0,12.0,8.0,18.0,9.0,15.0,8.0,8.0,7.0,21.0,34.0,44.0,120.0,149.0,385.0,24.0,,,,,,,,,1.0,,,1.0,1.0,,47,230619,181.0,2853.0,17.0,,249.0,2.0,,,,54.0,51.0,47.0,251.0,30608.0,2378.0,10740.0,507.0,778.0,6006.0,1908.0,609.0,605.0,560.0,744.0,583.0,447.0,383.0,368.0,415.0,427.0,495.0,560.0,555.0,721.0,1214.0,1264.0,543.0,916.0,1752.0,3107.0,2582.0,2447.0,2949.0,4679.0,5602.0,4.0,17.0,39.0,54.0,29.0,37.0,23.0,56.0,32.0,56.0,14.0,23.0,37.0,32.0,46.0,32.0,32.0,43.0,47.0,57.0,28.0,102.0,70.0,92.0,181.0,152.0,253.0,198.0,261.0,28.0,87.0,1017.0,79.0,27.0,10.0,20.0,32.0,17.0,10.0,7.0,13.0,7.0,4.0,7.0,9.0,15.0,9.0,4.0,47,2191.0,2537.0,4265.0,5210.0,136.0,230.0,178.0,222.0,45.0,30.0,43.0,29.0,,9096.0,3.0,3.0,396.0,431.0,1717.0,1479.0,472.0,516.0,442.0,558.0,469.0,341.0,324.0,291.0,348.0,366.0,406.0,478.0,480.0,601.0,1131.0,1136.0,495.0,759.0,1610.0,2900.0,2281.0,3.0,12.0,16.0,16.0,27.0,35.0,23.0,54.0,31.0,52.0,14.0,22.0,35.0,29.0,33.0,31.0,26.0,33.0,31.0,39.0,24.0,92.0,64.0,86.0,169.0,10.0,13.0,14.0,2556.0,9.0,16.0,24.0,23.0,6.0,,2.0,,1.0,,,1.0,1.0,,,,,1.0,,,,6.0,,,
2025-05-07T10:15:00.000-04:00:00,NE-MRBTS-690503,80.0,3.0,20.0,21.0,32.0,6.0,2.0,314.0,28.0,,160981,3888.0,24964.0,1083.0,15930.0,1874.0,13267.0,520.0,20197.0,6392.0,12473.0,25407.0,1.0,51.0,143.0,25620.0,15929.0,24468.0,,1.0,141.0,734.0,194.0,28.0,28.0,691.0,2893.0,90000,6402.0,127.0,627.0,54.0,197.0,259.0,155.0,33.0,221.0,179.0,1776.0,684.0,274.0,294.0,548.0,124.0,550.0,273.0,300.0,410.0,333.0,426.0,715.0,854.0,1361.0,2162.0,4788.0,18.0,2.0,10.0,1.0,2.0,,3.0,5.0,7.0,16.0,6.0,5.0,2.0,4.0,25.0,10.0,12.0,4.0,6.0,11.0,14.0,25.0,27.0,61.0,126.0,205.0,,1.0,,,,,1.0,,,1.0,,,,,1.0,47,230620,194.0,2893.0,,,110.0,,,,,85.0,84.0,82.0,593.0,21805.0,2198.0,6134.0,368.0,748.0,3315.0,5026.0,1430.0,707.0,598.0,520.0,160.0,171.0,204.0,176.0,254.0,226.0,246.0,298.0,459.0,656.0,1326.0,1235.0,559.0,790.0,1652.0,2346.0,1279.0,890.0,953.0,1633.0,1912.0,10.0,3.0,62.0,362.0,324.0,60.0,68.0,111.0,11.0,7.0,20.0,8.0,20.0,14.0,9.0,17.0,27.0,46.0,34.0,39.0,36.0,76.0,108.0,119.0,105.0,61.0,67.0,61.0,102.0,10.0,50.0,322.0,84.0,6.0,2.0,2.0,9.0,,,3.0,5.0,13.0,13.0,9.0,8.0,21.0,5.0,1.0,47,786.0,835.0,1491.0,1725.0,58.0,59.0,39.0,73.0,81.0,10.0,15.0,15.0,3.0,5097.0,1.0,1.0,300.0,555.0,1890.0,4289.0,1063.0,621.0,522.0,373.0,143.0,145.0,169.0,148.0,178.0,169.0,199.0,251.0,370.0,543.0,1253.0,1113.0,507.0,691.0,1479.0,2112.0,1117.0,8.0,3.0,56.0,328.0,322.0,59.0,68.0,111.0,11.0,6.0,20.0,8.0,15.0,11.0,9.0,14.0,20.0,22.0,30.0,35.0,35.0,73.0,92.0,108.0,102.0,5.0,12.0,18.0,620.0,17.0,16.0,8.0,10.0,3.0,,,,1.0,,,,,,,,,,,,,17.0,,,
2025-05-07T10:30:00.000-04:00:00,NE-MRBTS-690503,79.0,3.0,22.0,14.0,30.0,14.0,2.0,760.0,41.0,,210073,19249.0,113792.0,896.0,34258.0,1316.0,58834.0,2675.0,21387.0,7415.0,58173.0,28042.0,,64.0,131.0,112311.0,34256.0,111265.0,98.0,1.0,82.0,776.0,148.0,41.0,41.0,322.0,2737.0,90000,7171.0,362.0,822.0,463.0,590.0,1072.0,2103.0,2341.0,3010.0,1243.0,2125.0,1713.0,3569.0,2733.0,2380.0,1271.0,2949.0,2196.0,2332.0,2763.0,3345.0,5445.0,6701.0,5653.0,3889.0,13735.0,5816.0,43.0,2.0,11.0,3.0,5.0,15.0,20.0,63.0,358.0,313.0,54.0,67.0,70.0,158.0,417.0,284.0,161.0,214.0,195.0,222.0,224.0,266.0,915.0,791.0,558.0,1119.0,1.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,6.0,47,230643,148.0,2737.0,95.0,109.0,683.0,5.0,16.0,10.0,,78.0,75.0,74.0,236.0,23791.0,1772.0,5823.0,110.0,313.0,2459.0,1313.0,120.0,123.0,97.0,114.0,134.0,139.0,188.0,269.0,284.0,443.0,643.0,803.0,1061.0,1296.0,2056.0,1682.0,679.0,826.0,1578.0,2271.0,1894.0,1852.0,1805.0,3333.0,3501.0,,,3.0,11.0,1.0,,1.0,,2.0,1.0,1.0,6.0,9.0,18.0,53.0,63.0,65.0,72.0,116.0,124.0,62.0,91.0,112.0,94.0,67.0,56.0,44.0,89.0,213.0,1.0,25.0,399.0,65.0,11.0,10.0,3.0,5.0,4.0,1.0,,2.0,2.0,10.0,5.0,5.0,18.0,25.0,3.0,47,1704.0,1665.0,3084.0,3072.0,53.0,42.0,89.0,202.0,74.0,13.0,30.0,42.0,,4978.0,3.0,3.0,105.0,228.0,745.0,1026.0,76.0,89.0,86.0,90.0,116.0,134.0,187.0,254.0,262.0,381.0,563.0,717.0,938.0,1146.0,1810.0,1450.0,597.0,703.0,1373.0,2050.0,1757.0,,,1.0,2.0,1.0,,1.0,,2.0,1.0,1.0,6.0,8.0,18.0,52.0,63.0,65.0,72.0,111.0,118.0,62.0,91.0,109.0,89.0,66.0,5.0,17.0,29.0,1661.0,14.0,24.0,16.0,10.0,,,,2.0,,2.0,,,1.0,2.0,,2.0,,1.0,,,,12.0,,,
2025-05-07T11:00:00.000-04:00:00,NE-MRBTS-690503,52.0,3.0,16.0,10.0,17.0,7.0,2.0,308.0,19.0,,178689,9466.0,55016.0,957.0,15966.0,2159.0,29367.0,759.0,21622.0,6386.0,28646.0,30858.0,12.0,518.0,4566.0,55477.0,15958.0,54492.0,1.0,1.0,45.0,636.0,140.0,19.0,19.0,491.0,2498.0,90000,8350.0,796.0,1216.0,622.0,715.0,665.0,616.0,262.0,460.0,364.0,1230.0,551.0,558.0,260.0,363.0,405.0,1051.0,943.0,1021.0,1315.0,1745.0,2788.0,3636.0,3246.0,3058.0,7185.0,3648.0,312.0,27.0,72.0,53.0,41.0,47.0,42.0,37.0,43.0,53.0,72.0,49.0,15.0,19.0,21.0,52.0,37.0,29.0,23.0,33.0,65.0,150.0,374.0,501.0,467.0,1030.0,9.0,1.0,,,,,,,,3.0,,,2.0,6.0,8.0,47,230619,140.0,2498.0,43.0,13.0,447.0,,1.0,,,40.0,39.0,37.0,443.0,21989.0,3616.0,10675.0,1141.0,1555.0,11629.0,3746.0,1735.0,775.0,431.0,458.0,346.0,380.0,328.0,319.0,337.0,345.0,353.0,469.0,411.0,472.0,910.0,368.0,178.0,204.0,966.0,1642.0,717.0,535.0,751.0,3497.0,1282.0,27.0,129.0,2366.0,272.0,273.0,118.0,42.0,26.0,25.0,21.0,19.0,27.0,18.0,14.0,28.0,38.0,41.0,43.0,41.0,18.0,,43.0,46.0,37.0,46.0,34.0,24.0,145.0,81.0,30.0,54.0,921.0,75.0,25.0,7.0,3.0,5.0,6.0,3.0,4.0,2.0,7.0,7.0,6.0,2.0,,2.0,4.0,46,438.0,650.0,3152.0,1106.0,26.0,21.0,139.0,75.0,39.0,11.0,22.0,15.0,,9135.0,1.0,1.0,991.0,1187.0,5890.0,3172.0,1393.0,630.0,373.0,410.0,296.0,339.0,290.0,286.0,287.0,294.0,296.0,412.0,355.0,422.0,829.0,321.0,155.0,159.0,870.0,1514.0,628.0,21.0,86.0,1497.0,241.0,249.0,112.0,42.0,23.0,23.0,20.0,18.0,25.0,17.0,10.0,20.0,35.0,34.0,37.0,36.0,12.0,,16.0,42.0,35.0,42.0,8.0,6.0,16.0,810.0,1.0,3.0,13.0,4.0,,,,,1.0,1.0,,,1.0,,2.0,1.0,,1.0,,,,9.0,,,
2025-05-07T11:15:00.000-04:00:00,NE-MRBTS-690503,33.0,3.0,11.0,8.0,10.0,2.0,3.0,576.0,90.0,1.0,197091,18118.0,80925.0,1173.0,56212.0,3042.0,43656.0,2424.0,29632.0,9896.0,42783.0,40498.0,62.0,1129.0,3033.0,79761.0,56200.0,78581.0,55.0,1.0,218.0,742.0,142.0,90.0,90.0,480.0,2807.0,90000,11565.0,1025.0,1107.0,640.0,727.0,1181.0,930.0,507.0,745.0,688.0,3622.0,1405.0,850.0,902.0,865.0,491.0,1607.0,1412.0,2874.0,3817.0,5097.0,7869.0,8200.0,4483.0,3694.0,5824.0,1861.0,161.0,11.0,20.0,27.0,33.0,65.0,52.0,14.0,23.0,40.0,208.0,128.0,32.0,59.0,84.0,55.0,115.0,79.0,109.0,156.0,237.0,468.0,1262.0,826.0,734.0,1061.0,4.0,2.0,1.0,,1.0,1.0,,,,7.0,,2.0,2.0,,3.0,47,230619,142.0,2807.0,7.0,15.0,557.0,,2.0,55.0,,37.0,35.0,32.0,427.0,27820.0,6781.0,18843.0,284.0,902.0,19361.0,1788.0,326.0,336.0,321.0,419.0,368.0,448.0,603.0,864.0,932.0,1014.0,1209.0,1434.0,1287.0,1523.0,3168.0,1434.0,567.0,1053.0,1670.0,2929.0,1958.0,1722.0,1559.0,2526.0,1452.0,9.0,127.0,6410.0,94.0,20.0,16.0,11.0,6.0,4.0,17.0,13.0,55.0,66.0,117.0,113.0,124.0,90.0,91.0,129.0,60.0,58.0,86.0,121.0,131.0,178.0,138.0,111.0,215.0,141.0,1.0,19.0,1402.0,82.0,4.0,5.0,15.0,8.0,6.0,9.0,20.0,26.0,16.0,10.0,17.0,25.0,15.0,32.0,1.0,46,1504.0,1379.0,2178.0,1209.0,136.0,108.0,209.0,141.0,42.0,13.0,23.0,24.0,5.0,16644.0,2.0,2.0,268.0,682.0,7532.0,1352.0,280.0,274.0,246.0,369.0,335.0,392.0,513.0,699.0,797.0,853.0,1011.0,1194.0,1098.0,1365.0,2885.0,1262.0,499.0,862.0,1447.0,2646.0,1677.0,9.0,94.0,3726.0,67.0,20.0,16.0,11.0,5.0,4.0,16.0,10.0,51.0,60.0,115.0,109.0,122.0,89.0,91.0,125.0,59.0,58.0,84.0,117.0,125.0,176.0,27.0,19.0,29.0,409.0,23.0,27.0,18.0,19.0,2.0,,5.0,1.0,,5.0,,,,,2.0,2.0,,4.0,,,,11.0,,,
2025-05-07T11:30:00.000-04:00:00,NE-MRBTS-690503,46.0,4.0,8.0,16.0,19.0,2.0,2.0,648.0,36.0,,192962,19412.0,62029.0,965.0,52214.0,2884.0,35954.0,2850.0,43461.0,12947.0,35192.0,56950.0,22.0,459.0,2293.0,59586.0,52209.0,58537.0,43.0,1.0,117.0,661.0,128.0,36.0,36.0,1016.0,2856.0,90000,14534.0,737.0,798.0,273.0,414.0,866.0,770.0,570.0,1043.0,710.0,6742.0,1975.0,600.0,785.0,948.0,453.0,2202.0,1649.0,1993.0,3000.0,3456.0,4204.0,4756.0,3645.0,3973.0,6760.0,3556.0,132.0,7.0,13.0,1.0,10.0,13.0,23.0,17.0,81.0,109.0,138.0,72.0,16.0,12.0,48.0,18.0,47.0,42.0,60.0,111.0,147.0,281.0,538.0,459.0,481.0,957.0,2.0,,,,1.0,,,1.0,1.0,2.0,,2.0,,1.0,2.0,47,230619,128.0,2856.0,21.0,1.0,305.0,,,27.0,,42.0,42.0,41.0,942.0,44706.0,6731.0,19886.0,188.0,225.0,13723.0,2249.0,339.0,240.0,350.0,589.0,884.0,1401.0,2071.0,2835.0,3079.0,3020.0,2473.0,2354.0,2157.0,2915.0,6106.0,5071.0,1192.0,2390.0,2685.0,3653.0,2224.0,2038.0,1961.0,2167.0,732.0,,15.0,3030.0,59.0,6.0,8.0,7.0,5.0,17.0,34.0,47.0,221.0,459.0,767.0,594.0,266.0,132.0,116.0,192.0,205.0,161.0,211.0,186.0,140.0,135.0,110.0,106.0,101.0,97.0,1.0,5.0,1229.0,74.0,11.0,,1.0,8.0,2.0,13.0,11.0,15.0,29.0,32.0,37.0,44.0,74.0,103.0,15.0,46,1829.0,1756.0,2004.0,581.0,106.0,101.0,99.0,97.0,43.0,22.0,8.0,13.0,8.0,16994.0,,,167.0,174.0,4783.0,1889.0,289.0,228.0,336.0,557.0,855.0,1316.0,1982.0,2541.0,2502.0,2130.0,1730.0,1901.0,1795.0,2500.0,5452.0,4437.0,962.0,2076.0,2316.0,3270.0,1951.0,,7.0,1655.0,59.0,6.0,5.0,6.0,5.0,17.0,34.0,43.0,220.0,451.0,763.0,585.0,262.0,127.0,109.0,183.0,199.0,158.0,200.0,185.0,137.0,134.0,26.0,41.0,51.0,744.0,52.0,101.0,23.0,31.0,6.0,,1.0,,1.0,,,2.0,,1.0,,2.0,,,,,,31.0,,,
